state,date,policy_detail
Colorado,2022-08-15,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 900 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 882 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 864 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 823 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 760 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 711 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 886 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 896 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 819 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 506 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 609 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 593 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 514 days ago; ""Universal availability"" (funding: government funded) was introduced 500 days ago."
Colorado,2022-08-16,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 901 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 883 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 865 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 824 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 761 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 712 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 887 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 897 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 820 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 507 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 610 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 594 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 515 days ago; ""Universal availability"" (funding: government funded) was introduced 501 days ago."
Colorado,2022-08-17,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 902 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 884 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 866 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 825 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 762 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 713 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 888 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 898 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 821 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 508 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 611 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 595 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 516 days ago; ""Universal availability"" (funding: government funded) was introduced 502 days ago."
Colorado,2022-08-18,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 903 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 885 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 867 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 826 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 763 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 714 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 889 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 899 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 822 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 509 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 612 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 596 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 517 days ago; ""Universal availability"" (funding: government funded) was introduced 503 days ago."
Colorado,2022-08-19,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 904 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 886 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 868 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 827 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 764 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 715 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 890 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 900 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 823 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 510 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 613 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 597 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 518 days ago; ""Universal availability"" (funding: government funded) was introduced 504 days ago."
Colorado,2022-08-20,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 905 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 887 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 869 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 828 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 765 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 716 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 891 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 901 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 824 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 511 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 614 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 598 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 519 days ago; ""Universal availability"" (funding: government funded) was introduced 505 days ago."
Colorado,2022-08-21,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 906 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 888 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 870 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 829 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 766 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 717 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 892 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 902 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 825 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 512 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 615 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 599 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 520 days ago; ""Universal availability"" (funding: government funded) was introduced 506 days ago."
Colorado,2022-08-22,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 907 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 889 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 871 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 830 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 767 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 718 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 893 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 903 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 826 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 513 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 616 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 600 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 521 days ago; ""Universal availability"" (funding: government funded) was introduced 507 days ago."
Colorado,2022-08-23,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 908 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 890 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 872 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 831 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 768 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 719 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 894 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 904 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 827 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 514 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 617 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 601 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 522 days ago; ""Universal availability"" (funding: government funded) was introduced 508 days ago."
Colorado,2022-08-24,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 909 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 891 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 873 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 832 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 769 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 720 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 895 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 905 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 828 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 515 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 618 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 602 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 523 days ago; ""Universal availability"" (funding: government funded) was introduced 509 days ago."
Colorado,2022-08-25,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 910 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 892 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 874 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 833 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 770 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 721 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 896 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 906 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 829 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 516 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 619 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 603 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 524 days ago; ""Universal availability"" (funding: government funded) was introduced 510 days ago."
Colorado,2022-08-26,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 911 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 893 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 875 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 834 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 771 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 722 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 897 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 907 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 830 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 517 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 620 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 604 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 525 days ago; ""Universal availability"" (funding: government funded) was introduced 511 days ago."
Colorado,2022-08-27,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 912 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 894 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 876 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 835 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 772 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 723 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 898 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 908 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 831 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 518 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 621 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 605 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 526 days ago; ""Universal availability"" (funding: government funded) was introduced 512 days ago."
Colorado,2022-08-28,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 913 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 895 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 877 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 836 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 773 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 724 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 899 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 909 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 832 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 519 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 622 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 606 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 527 days ago; ""Universal availability"" (funding: government funded) was introduced 513 days ago."
